REPORT_DAT,OFFENSE,METHOD,BLOCK,DISTRICT,WARD,ANC,BLOCK_GROUP,CENSUS_TRACT,XBLOCK,YBLOCK
10/19/2015 15:20,THEFT/OTHER,OTHERS,1500 - 1599 BLOCK OF 13TH STREET NW,3,2,2F,005001 2,5001,397431,138088
10/18/2015 15:10,THEFT F/AUTO,OTHERS,1 - 47 BLOCK OF L STREET SE,1,6,6D,007200 2,7200,399288,134410
10/19/2015 12:00,BURGLARY,OTHERS,1600 - 1699 BLOCK OF E STREET SE,1,6,6B,006802 2,6802,401605,135000
10/18/2015 18:09,THEFT/OTHER,OTHERS,2200 - 2299 BLOCK OF I STREET NW,2,2,2A,010800 1,10800,395708,136984
10/19/2015 16:19,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF MARYLAND AVENUE NE,1,6,6A,008001 1,8001,400930,136654
10/19/2015 10:30,THEFT/OTHER,OTHERS,3200 - 3299 BLOCK OF PENNSYLVANIA AVENUE SE,6,7,7B,007604 2,7604,403516,133455
10/14/2015 17:21,THEFT/OTHER,OTHERS,1100 - 1199 BLOCK OF 15TH STREET NW,2,2,2B,010100 2,10100,397001,137426
9/30/2015 12:25,THEFT/OTHER,OTHERS,5200  - 5299 BLOCK OF GEORGIA AVENUE NW,4,4,4C,002002 3,2002,397603,142843
9/30/2015 7:45,THEFT/OTHER,OTHERS,4300 - 4399 BLOCK OF MILITARY ROAD NW,2,3,3E,001100 2,1100,392672,143682
9/28/2015 18:00,THEFT/OTHER,OTHERS,2500 - 2516 BLOCK OF PENNSYLVANIA AVENUE NW,2,2,2A,005600 1,5600,395355,137319
9/30/2015 12:15,THEFT F/AUTO,OTHERS,500 - 599 BLOCK OF TENNESSEE AVENUE NE,1,6,6A,008001 2,8001,401346.44,136541.19
9/30/2015 13:34,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF STAPLES STREET NE,5,5,5D,008802 2,8802,401302,137158
9/25/2015 16:00,THEFT/OTHER,OTHERS,700  - 799 BLOCK OF ROCK CREEK CHURCH ROAD NW,4,4,4C,002400 1,2400,398072,140994
9/28/2015 2:30,THEFT/OTHER,OTHERS,1  - 99 BLOCK OF FARRAGUT PLACE NW,4,4,4D,002202 1,2202,399150,142640
9/30/2015 13:55,ASSAULT W/DANGEROUS WEAPON,OTHERS,2804 - 2898 BLOCK OF BLADENSBURG ROAD NE,5,5,5C,011100 1,11100,403153,139839
9/30/2015 14:21,THEFT/OTHER,OTHERS,1200 - 1237 BLOCK OF WISCONSIN AVENUE NW,2,2,2E,000202 3,202,394550,137528
10/5/2015 9:30,BURGLARY,OTHERS,100 - 159 BLOCK OF R STREET NE,5,5,5E,008701 1,8701,399526,138303
10/5/2015 20:00,ASSAULT W/DANGEROUS WEAPON,OTHERS,900 - 999 BLOCK OF 8TH STREET NE,1,6,6C,010600 3,10600,400437,137118
10/5/2015 7:30,BURGLARY,OTHERS,100 - 159 BLOCK OF R STREET NE,5,5,5E,008701 1,8701,399526,138303
10/5/2015 20:55,ASSAULT W/DANGEROUS WEAPON,OTHERS,3RD STREET NW AND E STREET NW,1,2,2C,005900 1,5900,398682.6511,136475.6488
10/5/2015 20:53,ROBBERY,GUN,1200 - 1299 BLOCK OF SARATOGA AVENUE NE,5,5,5C,009102 2,9102,400912,139401
10/5/2015 21:35,THEFT F/AUTO,OTHERS,1300 1500  BLOCK OF MISSISSIPPI AVENUE SE,7,8,8E,007304 1,7304,401264,130300
10/5/2015 18:15,THEFT F/AUTO,OTHERS,1100 - 1299 BLOCK OF PARK ROAD NW,3,1,1A,003000 1,3000,397486,140410
10/5/2015 20:00,THEFT/OTHER,OTHERS,961 - 999 BLOCK OF FLORIDA AVENUE NW,3,1,1B,004400 1,4400,397780,139142
10/5/2015 22:02,THEFT/OTHER,OTHERS,4400 4499  BLOCK OF BENNING ROAD NE,6,7,7D,009603 1,9603,405327,135921
10/5/2015 21:28,BURGLARY,OTHERS,300 - 399 BLOCK OF 42ND STREET NE,6,7,7F,007803 1,7803,404979,136342
10/5/2015 21:54,THEFT/OTHER,OTHERS,300 - 399 BLOCK OF 63RD STREET NE,6,7,7C,007808 2,7808,407727,136182
10/5/2015 22:14,ROBBERY,GUN,1200 - 1299 BLOCK OF SOUTH CAROLINA AVENUE SE,1,6,6B,006900 1,6900,400932.2679,135318.074
10/5/2015 13:00,THEFT F/AUTO,OTHERS,620 - 699 BLOCK OF T STREET NW,3,1,1B,004801 1,4801,398144,138633
10/5/2015 7:00,THEFT/OTHER,OTHERS,100 - 159 BLOCK OF R STREET NE,5,5,5E,008701 1,8701,399526,138303
10/5/2015 21:00,THEFT F/AUTO,OTHERS,E STREET SE AND 8TH STREET SE,1,6,6B,007000 2,7000,400436.05,134987.51
10/5/2015 2:50,ROBBERY,OTHERS,2200 - 2299 BLOCK OF M STREET NW,2,2,2A,005500 3,5500,395709,137490
10/5/2015 20:30,THEFT F/AUTO,OTHERS,3200 - 3299 BLOCK OF HIATT PLACE NW,3,1,1A,002802 2,2802,396986.37,140220.86
10/5/2015 21:00,THEFT F/AUTO,OTHERS,600 - 699 BLOCK OF H STREET NW,1,2,2C,005800 2,5800,398185,136884
10/6/2015 1:02,ROBBERY,GUN,4700  - 4799 BLOCK OF 5TH STREET NW,4,4,4C,002201 2,2201,398310,142226
10/1/2015 22:00,THEFT F/AUTO,OTHERS,25TH PLACE NE AND BLADENSBURG ROAD NE,5,5,5C,011100 1,11100,402579.4666,139129.4673
10/1/2015 23:30,THEFT F/AUTO,OTHERS,2100 - 2146 BLOCK OF QUEENS CHAPEL ROAD NE,5,5,5C,011100 3,11100,402392,139028
10/2/2015 0:00,SEX ABUSE,OTHERS,631 - 699 BLOCK OF FLORIDA AVENUE NW,3,1,1B,004801 1,4801,398131,138694
10/2/2015 2:55,THEFT F/AUTO,OTHERS,900 - 1099 BLOCK OF HAMILTON STREET NE,4,5,5A,009508 3,9508,400597,142957
10/2/2015 5:15,BURGLARY,OTHERS,1900 - 1999 BLOCK OF CONNECTICUT AVENUE NW,3,2,2D,004100 1,4100,395965,138725
10/2/2015 6:57,THEFT/OTHER,OTHERS,3517 - 3648 BLOCK OF 16TH STREET NW,4,1,1D,002701 4,2701,396839,140889
10/1/2015 21:50,THEFT/OTHER,OTHERS,1000 - 1099 BLOCK OF H STREET NW,1,2,2C,005800 1,5800,397700,136885
10/1/2015 18:00,BURGLARY,OTHERS,1026 - 1051 BLOCK OF WISCONSIN AVENUE NW,2,2,2E,000202 4,202,394554,137317
10/2/2015 9:16,THEFT F/AUTO,OTHERS,2300 2399  BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7,8,8A,007407 2,7407,400717,132802
10/2/2015 9:19,THEFT/OTHER,OTHERS,2300 - 2499 BLOCK OF WASHINGTON PLACE NE,5,5,5C,009102 2,9102,400541,139301
10/2/2015 9:40,THEFT/OTHER,OTHERS,2000 - 2099 BLOCK OF M STREET NW,,2,2A,010700 1,10700,396029,137534
10/1/2015 23:30,THEFT F/AUTO,OTHERS,1200 - 1299 BLOCK OF LAWRENCE STREET NE,5,5,5B,009301 2,9301,400887,140414
10/1/2015 13:30,BURGLARY,OTHERS,700 - 799 BLOCK OF 5TH STREET NE,1,6,6C,008301 1,8301,400042,136856
10/7/2015 14:20,THEFT F/AUTO,OTHERS,1900 - 1999 BLOCK OF 12TH STREET NW,3,1,1B,004400 2,4400,397564,138713
10/7/2015 15:34,ROBBERY,OTHERS,1900 - 1999 BLOCK OF 7TH STREET NW,3,1,1B,004400 2,4400,398099,138672
10/1/2015 22:40,MOTOR VEHICLE THEFT,OTHERS,1020 - 1029 BLOCK OF MICHIGAN AVENUE NE,5,5,5B,009504 1,9504,400651,140895
10/4/2015 10:00,THEFT/OTHER,OTHERS,300 - 399 BLOCK OF RANDOLPH PLACE NE,5,5,5E,008702 2,8702,399877,138386
10/7/2015 16:16,BURGLARY,OTHERS,100 118  BLOCK OF 53RD STREET SE,6,7,7E,009905 1,9905,406452,135476
10/7/2015 15:57,ASSAULT W/DANGEROUS WEAPON,GUN,MARTIN LUTHER KING JR AVENUE SE AND HALLEY PLACE SE,7,8,8C,009803 3,9803,399327.69,129766.12
10/7/2015 15:27,BURGLARY,OTHERS,3110 3199  BLOCK OF ESTHER PLACE SE,7,8,8C,010400 1,10400,399961,130622
10/5/2015 14:00,THEFT/OTHER,OTHERS,2100 - 2199 BLOCK OF NEW HAMPSHIRE AVENUE NW,3,1,1B,004300 1,4300,396962,138971
10/5/2015 16:00,THEFT F/AUTO,OTHERS,3800 - 3821 BLOCK OF GARFIELD STREET NW,2,3,3B,000701 4,701,393476,139963
10/7/2015 5:30,MOTOR VEHICLE THEFT,OTHERS,1000 - 1199 BLOCK OF VARNUM STREET NE,4,5,5B,009504 2,9504,400742,141663
10/7/2015 12:00,MOTOR VEHICLE THEFT,OTHERS,1000 - 1199 BLOCK OF VARNUM STREET NE,4,5,5B,009504 2,9504,400742,141663
10/7/2015 17:05,THEFT/OTHER,OTHERS,4530 - 4599 BLOCK OF WISCONSIN AVENUE NW,2,3,3E,001001 2,1001,393039,142375
10/6/2015 15:30,THEFT/OTHER,OTHERS,1700 - 1799 BLOCK OF EAST CAPITOL STREET,1,6,6B,006801 1,6801,401745,135773
10/7/2015 13:30,MOTOR VEHICLE THEFT,OTHERS,3800 - 3899 BLOCK OF RESERVOIR ROAD NW,2,2,2E,000201 1,201,393510,138306
10/7/2015 16:07,BURGLARY,OTHERS,100 - 199 BLOCK OF 49TH PLACE NE,6,7,7C,007804 3,7804,405973,135945
10/7/2015 17:55,THEFT/OTHER,OTHERS,1800 - 2199 BLOCK OF NORTH CAPITOL STREET,5,5,5E,008701 2,8701,399215.87,138751.2
10/4/2015 3:43,ROBBERY,OTHERS,1200 - 1299 BLOCK OF G STREET SE,1,6,6B,007100 2,7100,400936,134825
10/4/2015 6:46,MOTOR VEHICLE THEFT,OTHERS,3400 - 3683 BLOCK OF 22ND STREET SE,7,8,8B,007409 2,7409,402363.7279,130873.4666
10/4/2015 7:22,THEFT/OTHER,OTHERS,900 - 1199 BLOCK OF 4TH STREET SW,1,6,6D,010200 2,10200,398469,134448
10/4/2015 8:00,THEFT F/AUTO,OTHERS,1600 - 1699 BLOCK OF SWANN STREET NW,3,2,2B,004201 1,4201,396745,138552
10/4/2015 8:12,THEFT/OTHER,OTHERS,2800 - 2999 BLOCK OF ALABAMA AVENUE SE,6,7,7B,007603 2,7603,402965,132500
10/3/2015 16:00,BURGLARY,OTHERS,0 - 0 BLOCK OF CHEVY CHASE CIRCLE NW,2,3,3G,001401 2,1401,393351,144389
10/3/2015 23:00,THEFT F/AUTO,OTHERS,4900 4915  BLOCK OF FITCH PLACE NE,6,7,7C,007804 2,7804,405839,136486
10/4/2015 9:00,ASSAULT W/DANGEROUS WEAPON,GUN,150 - 199 BLOCK OF FLORIDA AVENUE NE,5,6,6C,010600 2,10600,399689,137844
10/3/2015 15:00,THEFT F/AUTO,OTHERS,2000 - 2099 BLOCK OF 10TH STREET NW,3,1,1B,004400 1,4400,397745,138854
10/4/2015 11:03,THEFT/OTHER,OTHERS,1000 - 1249 BLOCK OF BRENTWOOD ROAD NE,5,5,5C,009102 2,9102,400840,139142
10/3/2015 9:36,BURGLARY,OTHERS,2300 - 3699 BLOCK OF NEW YORK AVENUE NE,5,5,5C,011100 1,11100,403023.68,138808.25
10/3/2015 20:00,BURGLARY,OTHERS,2305 2399  BLOCK OF 25TH STREET SE,7,8,8B,007502 1,7502,402611,132466
10/4/2015 10:30,THEFT/OTHER,OTHERS,2110 - 2125 BLOCK OF FLORIDA AVENUE NW,2,2,2D,004100 3,4100,395920,138401
10/3/2015 18:00,MOTOR VEHICLE THEFT,OTHERS,1804 - 1899 BLOCK OF 45TH STREET NW,2,3,3D,000802 2,802,392679,138455
10/8/2015 22:30,ROBBERY,OTHERS,113 - 199 BLOCK OF T STREET NW,5,5,5E,003301 2,3301,398829,138633
10/8/2015 19:00,THEFT/OTHER,OTHERS,300 - 399 BLOCK OF K STREET NE,1,6,6C,010600 2,10600,399886,137184
10/8/2015 15:00,THEFT F/AUTO,OTHERS,11TH STREET NW AND FLORIDA AVENUE NW,3,1,1B,003600 3,3600,397655.46,139210.52
10/8/2015 22:00,THEFT F/AUTO,OTHERS,800 - 899 BLOCK OF H R DRIVE SE,7,8,8E,009700 2,9700,400695,129114
10/8/2015 23:30,ROBBERY,GUN,700 - 799 BLOCK OF 5TH STREET NE,1,6,6C,008301 1,8301,400042,136856
10/9/2015 1:29,THEFT/OTHER,OTHERS,400 - 457 BLOCK OF MASSACHUSETTS AVENUE NW,1,2,2C,005900 1,5900,398508,136963
10/9/2015 2:09,THEFT F/AUTO,OTHERS,1600 - 1699 BLOCK OF SAVANNAH STREET SE,7,8,8B,007409 3,7409,401725,130864
10/8/2015 11:00,THEFT F/AUTO,OTHERS,1200 - 1221 BLOCK OF 17TH STREET NW,2,2,2B,010700 2,10700,396660,137583
10/1/2015 0:01,SEX ABUSE,OTHERS,1200 1299  BLOCK OF K STREET SE,1,6,6B,007100 1,7100,400930,134507
10/9/2015 2:10,ROBBERY,GUN,14TH STREET NW AND PARKWOOD PLACE NW,4,1,1A,002900 2,2900,397162.03,140823.98
10/9/2015 2:39,THEFT F/AUTO,OTHERS,3900 - 3999 BLOCK OF 1ST STREET SW,7,8,8D,009807 1,9807,399126,129455
10/8/2015 9:00,THEFT F/AUTO,OTHERS,6600  - 6699 BLOCK OF LUZON AVENUE NW,4,4,4A,001804 1,1804,397165,144734
10/8/2015 20:30,THEFT F/AUTO,OTHERS,2100 - 2199 BLOCK OF NEW HAMPSHIRE AVENUE NW,3,1,1B,004300 1,4300,396962,138971
10/9/2015 0:00,BURGLARY,OTHERS,1400 - 1499 BLOCK OF L STREET SE,1,6,6B,007100 1,7100,401336,134409
10/9/2015 5:30,BURGLARY,OTHERS,2200 2218  BLOCK OF NAYLOR ROAD SE,6,8,8A,007601 2,7601,402211,133691
10/6/2015 2:38,THEFT/OTHER,OTHERS,2200 2305  BLOCK OF PENNSYLVANIA AVENUE SE,6,7,7B,007601 1,7601,402357,134072
10/5/2015 23:00,MOTOR VEHICLE THEFT,OTHERS,400 - 499 BLOCK OF U STREET NW,3,1,1B,003400 2,3400,398432,138758
10/6/2015 6:15,BURGLARY,OTHERS,600 - 699 BLOCK OF MICHIGAN AVENUE NE,5,5,5E,009201 1,9201,400251,140544
9/20/2015 17:47,THEFT/OTHER,OTHERS,3517 - 3648 BLOCK OF 16TH STREET NW,4,1,1D,002701 4,2701,396839,140889
9/20/2015 17:57,THEFT F/AUTO,OTHERS,1100 - 1199 BLOCK OF 21ST PLACE NE,5,5,5D,008903 2,8903,402324,137455
9/19/2015 20:00,THEFT F/AUTO,OTHERS,1300 - 1399 BLOCK OF KENYON STREET NW,3,1,1A,003000 1,3000,397281,140197
9/20/2015 18:12,THEFT F/AUTO,OTHERS,43 - 99 BLOCK OF K STREET NW,1,6,6E,004702 1,4702,398984,137184
9/20/2015 18:20,THEFT/OTHER,OTHERS,600 - 699 BLOCK OF MORTON STREET NW,3,1,1A,003200 3,3200,398044,140473
9/20/2015 18:48,MOTOR VEHICLE THEFT,OTHERS,1600 - 1699 BLOCK OF GALES STREET NE,5,6,6A,007901 4,7901,401668,136716
9/20/2015 19:56,ROBBERY,OTHERS,1500 - 1599 BLOCK OF S STREET NW,3,2,2B,005201 2,5201,396918,138470
9/20/2015 19:49,THEFT/OTHER,OTHERS,3400 - 3499 BLOCK OF GEORGIA AVENUE NW,3,1,1A,003100 1,3100,397943,140505
9/20/2015 20:04,BURGLARY,OTHERS,1600 - 1699 BLOCK OF GALES STREET NE,5,6,6A,007901 4,7901,401668,136716
9/20/2015 18:00,THEFT/OTHER,OTHERS,900 - 999 BLOCK OF 23RD STREET NW,2,2,2A,005600 4,5600,395652,137055
9/20/2015 21:11,THEFT/OTHER,OTHERS,300 - 499 BLOCK OF 40TH STREET NE,6,7,7F,009603 2,9603,404600,136168
9/20/2015 21:02,ASSAULT W/DANGEROUS WEAPON,OTHERS,2100 - 2199 BLOCK OF 4TH STREET NW,3,1,1B,003400 2,3400,398457,139000
9/20/2015 21:40,ROBBERY,OTHERS,4000  - 4099 BLOCK OF 14TH STREET NW,4,4,4C,002502 4,2502,397162,141376
9/20/2015 14:00,THEFT F/AUTO,OTHERS,1100 - 1199 BLOCK OF OKIE STREET NE,5,5,5D,008803 1,8803,400946.16,138377.47
9/20/2015 20:00,THEFT F/AUTO,OTHERS,1300 - 1399 BLOCK OF IRVING STREET NW,3,1,1A,003000 2,3000,397294,140084
9/20/2015 22:40,THEFT/OTHER,OTHERS,1851 - 2008 BLOCK OF WISCONSIN AVENUE NW,2,2,2E,000202 1,202,394088,138708
9/20/2015 23:27,THEFT F/AUTO,OTHERS,700 - 799 BLOCK OF PRINCETON PLACE NW,4,1,1A,003200 1,3200,398036,140835
9/20/2015 23:30,SEX ABUSE,OTHERS,PENNSYLVANIA AVENUE SE AND 8TH STREET SE,1,6,6B,007000 2,7000,400436.759,135149.598
9/21/2015 1:33,THEFT F/AUTO,OTHERS,620 - 699 BLOCK OF T STREET NW,3,1,1B,004801 1,4801,398144,138633
9/20/2015 16:30,BURGLARY,OTHERS,2000 - 2099 BLOCK OF 15TH STREET NW,3,1,1B,004300 1,4300,397005,138854
9/25/2015 11:12,BURGLARY,OTHERS,1 - 99 BLOCK OF V STREET NW,5,5,5E,003301 2,3301,399075,138915
9/19/2015 7:30,THEFT/OTHER,OTHERS,400 - 499 BLOCK OF M STREET SW,1,6,6D,011000 3,11000,398373,134292
9/25/2015 11:00,THEFT F/AUTO,OTHERS,1100 - 1299 BLOCK OF MONROE STREET NW,3,1,1A,002900 1,2900,397476,140522
10/7/2015 7:00,BURGLARY,OTHERS,500 - 599 BLOCK OF E STREET NE,1,6,6C,008301 2,8301,400088,136474
10/7/2015 17:45,THEFT/OTHER,OTHERS,750 - 799 BLOCK OF 10TH STREET NW,1,2,2C,005800 1,5800,397745,136842
10/7/2015 16:00,THEFT/OTHER,OTHERS,400 - 499 BLOCK OF 14TH STREET NW,1,2,2C,006202 1,6202,397227.77,136439.72
10/7/2015 18:00,THEFT/OTHER,OTHERS,400 - 499 BLOCK OF D STREET SE,1,6,6B,006500 2,6500,399996,135158
10/7/2015 18:01,ROBBERY,OTHERS,1400 - 1499 BLOCK OF I STREET NW,2,2,2C,010100 1,10100,397154,137053
10/7/2015 15:11,THEFT/OTHER,OTHERS,700 - 999 BLOCK OF LAMONT STREET NW,3,1,1A,003100 1,3100,397830,140337
10/7/2015 18:38,BURGLARY,OTHERS,200 - 299 BLOCK OF ELM STREET NW,3,1,1B,003400 1,3400,398676,138855
9/22/2015 1:36,BURGLARY,OTHERS,1900 - 1999 BLOCK OF CONNECTICUT AVENUE NW,3,2,2D,004100 1,4100,395965,138725
9/22/2015 2:29,ASSAULT W/DANGEROUS WEAPON,KNIFE,1100 - 1237 BLOCK OF SUMNER ROAD SE,7,8,8C,007401 1,7401,400211,132550
9/22/2015 4:31,ASSAULT W/DANGEROUS WEAPON,KNIFE,100  - 199 BLOCK OF EMERSON STREET NW,4,4,4D,002202 1,2202,398818,142447
9/22/2015 7:00,MOTOR VEHICLE THEFT,OTHERS,2900 - 2999 BLOCK OF NASH PLACE SE,6,7,7B,007709 1,7709,402823,134227
9/21/2015 22:00,THEFT/OTHER,OTHERS,1700 - 1799 BLOCK OF KENYON STREET NW,4,1,1D,002702 2,2702,396524,140201
9/22/2015 7:20,ASSAULT W/DANGEROUS WEAPON,OTHERS,1811 - 1899 BLOCK OF CONNECTICUT AVENUE NW,2,2,2D,004100 1,4100,395984,138616
9/21/2015 21:00,MOTOR VEHICLE THEFT,OTHERS,1100 - 1299 BLOCK OF U STREET SE,7,8,8A,007503 1,7503,401027,133176
9/22/2015 5:00,THEFT F/AUTO,OTHERS,1900 - 1999 BLOCK OF SUNDERLAND PLACE NW,2,2,2B,010700 2,10700,396163.67,137783.54
9/20/2015 14:52,THEFT/OTHER,OTHERS,1100 - 1199 BLOCK OF H STREET NE,1,6,6A,008402 1,8402,400790,136927
9/22/2015 8:51,THEFT F/AUTO,OTHERS,1400 - 1425 BLOCK OF NEW JERSEY AVENUE NW,3,5,6E,004801 1,4801,398609,137894
9/21/2015 21:20,MOTOR VEHICLE THEFT,OTHERS,1300 - 1399 BLOCK OF FRANKLIN STREET NE,5,5,5B,009302 1,9302,401131,139751
9/21/2015 21:30,THEFT F/AUTO,OTHERS,1500 - 1599 BLOCK OF HAMLIN STREET NE,5,5,5B,009301 3,9301,401458,140011
9/19/2015 19:00,THEFT/OTHER,OTHERS,1625 - 1699 BLOCK OF 13TH STREET NW,3,2,2F,005001 1,5001,397430.84,138263.93
9/21/2015 14:30,THEFT F/AUTO,OTHERS,L STREET NE AND 3RD STREET NE,1,6,6C,010600 2,10600,399822.82,137319.41
9/21/2015 13:35,THEFT/OTHER,OTHERS,1500 - 1509 BLOCK OF TANNER STREET SE,7,8,8E,007404 2,7404,401536,131060
9/22/2015 10:01,THEFT/OTHER,OTHERS,1100 - 1199 BLOCK OF 10TH STREET NW,3,2,2F,004902 2,4902,397746,137450
9/21/2015 7:00,THEFT/OTHER,OTHERS,2400 - 2798 BLOCK OF CALVERT STREET NW,2,3,3C,000501 2,501,395288,139501
9/22/2015 10:35,BURGLARY,OTHERS,4600  - 4699 BLOCK OF NEW HAMPSHIRE AVENUE NW,4,4,4C,002202 2,2202,398576,142115
9/21/2015 22:00,MOTOR VEHICLE THEFT,OTHERS,104 - 199 BLOCK OF RHODE ISLAND AVENUE NW,5,5,5E,003302 1,3302,398832,138600
9/22/2015 9:00,THEFT/OTHER,OTHERS,900 - 999 BLOCK OF 23RD STREET NW,2,2,2A,005600 4,5600,395652,137055
9/22/2015 10:15,THEFT/OTHER,OTHERS,1600 - 1779 BLOCK OF NEW YORK AVENUE NE,5,5,5D,008803 1,8803,401728,138813
9/21/2015 23:00,THEFT F/AUTO,OTHERS,1300 - 1399 BLOCK OF WALLACH PLACE NW,3,1,1B,004400 2,4400,397329,138713
10/9/2015 1:02,THEFT F/AUTO,OTHERS,17TH STREET NW AND N STREET NW,2,2,2B,010700 2,10700,396661.0404,137709.96
10/8/2015 20:00,THEFT F/AUTO,OTHERS,1650 - 1691 BLOCK OF LANIER PLACE NW,3,1,1C,003900 1,3900,396582,139810
10/9/2015 8:44,BURGLARY,OTHERS,1100 - 1199 BLOCK OF MONTELLO AVENUE NE,5,5,5D,008802 3,8802,400878,137259
10/9/2015 8:30,ROBBERY,GUN,3300 3399  BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7,8,8C,010400 1,10400,399759,130493
9/30/2015 17:30,THEFT F/AUTO,OTHERS,1300 - 1399 BLOCK OF W STREET NW,3,1,1B,004400 1,4400,397330,139035
10/8/2015 10:00,BURGLARY,OTHERS,4200 - 4209 BLOCK OF ALBEMARLE STREET NW,2,3,3E,001001 4,1001,392863,142226
10/9/2015 7:30,THEFT F/AUTO,OTHERS,1200 - 1299 BLOCK OF G STREET NE,1,6,6A,008402 1,8402,400930,136784
10/9/2015 6:30,THEFT F/AUTO,OTHERS,1800 - 1869 BLOCK OF BENNING ROAD NE,5,6,6A,007901 1,7901,401996,136793
9/23/2015 15:09,BURGLARY,OTHERS,1100 - 1199 BLOCK OF QUEEN STREET NE,5,5,5D,008802 4,8802,401040,137728
9/23/2015 15:30,THEFT F/AUTO,OTHERS,700  - 799 BLOCK OF KENNEDY STREET NW,4,4,4D,002101 2,2101,397991,143161
9/23/2015 13:00,MOTOR VEHICLE THEFT,OTHERS,600 - 688 BLOCK OF 49TH STREET NE,6,7,7C,007804 1,7804,405850,136609
9/23/2015 15:22,BURGLARY,OTHERS,1822 - 1899 BLOCK OF M STREET NE,5,5,5D,008903 1,8903,402021,137529
9/22/2015 7:30,THEFT/OTHER,OTHERS,900 - 999 BLOCK OF 21ST STREET NE,5,5,5D,008904 1,8904,402240,137276
9/22/2015 17:17,THEFT/OTHER,OTHERS,700 - 749 BLOCK OF PENNSYLVANIA AVENUE SE,1,6,6B,007000 2,7000,400359,135189
9/23/2015 17:16,THEFT F/AUTO,OTHERS,3700  - 3799 BLOCK OF 9TH STREET NW,4,4,4C,002502 2,2502,397804,140992
9/23/2015 15:35,THEFT/OTHER,OTHERS,3101 - 3199 BLOCK OF 16TH STREET NW,3,1,1D,002702 1,2702,396837,140214
9/23/2015 17:00,THEFT F/AUTO,OTHERS,600 - 699 BLOCK OF D STREET SW,6,6,6D,010200 1,10200,398185,135222
9/23/2015 5:30,THEFT F/AUTO,OTHERS,500  - 599 BLOCK OF DAHLIA STREET NW,4,4,4B,001702 1,1702,398228,145320
9/23/2015 10:00,MOTOR VEHICLE THEFT,OTHERS,200 - 249 BLOCK OF KENTUCKY AVENUE SE,1,6,6B,006700 1,6700,401055,135450
9/23/2015 16:48,BURGLARY,OTHERS,4300  - 4399 BLOCK OF 3RD STREET NW,4,4,4C,002301 2,2301,398657,141764
9/23/2015 18:02,THEFT/OTHER,OTHERS,1300 - 1699 BLOCK OF CONNECTICUT AVENUE NW,2,2,2B,005500 1,5500,396217,138008
9/23/2015 17:08,THEFT/OTHER,OTHERS,2111 - 2199 BLOCK OF WISCONSIN AVENUE NW,2,3,3B,000300 1,300,393928,138956
9/23/2015 18:42,ASSAULT W/DANGEROUS WEAPON,KNIFE,4310 - 4399 BLOCK OF E STREET SE,6,7,7F,009907 2,9907,405182,135041
9/23/2015 18:50,ASSAULT W/DANGEROUS WEAPON,KNIFE,900  - 935 BLOCK OF KENNEDY STREET NW,4,4,4D,002101 5,2101,397694,143150
9/23/2015 18:09,ROBBERY,GUN,35TH STREET NE AND BLADENSBURG ROAD NE,5,5,5C,009000 2,9000,403586.6852,140251.0502
9/23/2015 18:47,ROBBERY,OTHERS,3000 - 3099 BLOCK OF 14TH STREET NW,3,1,1A,002802 1,2802,397174,140033
9/23/2015 19:28,THEFT/OTHER,OTHERS,1000 - 1249 BLOCK OF BRENTWOOD ROAD NE,5,5,5C,009102 2,9102,400840,139142
9/24/2015 11:40,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF PERRY PLACE NW,4,1,1A,002900 2,2900,397242,140903
9/25/2015 12:39,THEFT F/AUTO,OTHERS,2400 - 2599 BLOCK OF GEORGIA AVENUE NW,3,1,1B,003500 2,3500,398058,139487
9/25/2015 11:30,THEFT F/AUTO,OTHERS,1800 - 1826 BLOCK OF 24TH STREET NW,2,2,2D,004100 3,4100,395438,138511
9/24/2015 20:00,THEFT F/AUTO,OTHERS,1300 - 1499 BLOCK OF MASSACHUSETTS AVENUE NW,2,2,2F,005201 1,5201,397216.27,137538.44
9/25/2015 13:28,THEFT/OTHER,OTHERS,2800 - 2999 BLOCK OF ALABAMA AVENUE SE,6,7,7B,007603 2,7603,402965,132500
9/25/2015 12:30,THEFT/OTHER,OTHERS,2300 - 2399 BLOCK OF GOOD HOPE ROAD SE,7,8,8B,007504 1,7504,402258,132857
9/25/2015 14:00,THEFT/OTHER,OTHERS,3100 - 3299 BLOCK OF 14TH STREET NW,3,1,1A,003000 1,3000,397162,140182
9/25/2015 13:00,THEFT F/AUTO,OTHERS,4000  - 4099 BLOCK OF GEORGIA AVENUE NW,4,4,4C,002502 1,2502,397823,141376
9/25/2015 13:29,THEFT F/AUTO,OTHERS,1100 - 1199 BLOCK OF OWEN PLACE NE,5,5,5D,008802 4,8802,400962,137617
9/25/2015 14:50,THEFT F/AUTO,OTHERS,6700  - 6710 BLOCK OF 2ND STREET NW,4,4,4B,001702 2,1702,398895,144854
9/25/2015 14:47,ROBBERY,GUN,1300 - 1399 BLOCK OF 28TH STREET SE,6,7,7B,007709 2,7709,402796,133994
